client_id,first_name,last_name,email,phone,client_type,preferred_city,budget,signup_date,is_active
268,Paige,Carpenter,xdrake@example.net,910-169-4924,Renter,SAN DIEGO,,2024-12-16,1
269,Nichole,Lopez,debrahicks@example.net,366.777.2409,both,Oakland,"$4,446,080.24",24-01-2025,0
270,sean,best,nicholsonjanet@example.net,(347) 889-1209,Renter,OAKLAND,"$887,458",2024-07-31,false
271,BLAKE,BOYD,vegajames@example.org,2483862677,BUYER,SAN JOSE,3787941.62,20-04-2024,False
272,stephen,wolfe,patriciaclark@example.org,+1-334-668-3843,Seller,sacramento,"$3,597,344",08/07/2025,true
273,APRIL,CROSS,llester@example.net,+1-390-772-0845,renter,sf,3859370.16,12/08/2024,0
274,Kenneth,Jones,zandrews@example.com,+1-104-939-6928,both,Los Angeles,"$4,616,722",06/10/2026,False
275,MEGAN,GOMEZ,,+1-871-662-8289,Renter,los angeles,"$820,734.29",2026-04-09,False
276,Kristin,Welch,scott06@example.com,(353) 437-1612,both,san francisco,,18-06-2026,0
277,kimberly,ferrell,kimberlybrown@example.net,344.172.5852,seller,oakland,"$1,987,006.05",07-06-2024,false
278,TRACEY,BALDWIN,sbell@example.com,,renter,San Jose,"$370,881.32",09/06/2023,False
279,sean,lindsey,robertmcconnell@example.com,4746879877,renter,San Francisco,2863108.21,2024-05-16,False
280,Rebekah,Mills,watkinscatherine@example.net,147.412.1245,Renter,Los Angeles,2996405.98,11/16/2025,false
281,leonard,rose,shannon35@example.org,+1-169-263-9146,Buyer,ANAHEIM,4660494.63,05/09/2026,False
282,victoria,soto,rodriguezjohn@example.com,+1-764-246-9215,buyer,sacramento,4809070.65,2026-04-19,0
283,Rachel,Ortega,janet39@example.org,,renter,Anaheim,"$4,350,673.16",01/10/2025,True
284,Jeanne,Sharp,rosevincent@example.org,+1-074-343-4439,RENTER,San Francisco,,14-04-2024,False
285,KATHY,THOMPSON,ericalvarado@example.net,+1-714-722-1670,Buyer,SAN JOSE,"$1,090,135",03/09/2026,0
286,benjamin,harrison,pricechristina@example.net,+1-879-224-5580,seller,San Diego,1408870.34,12/22/2025,True
287,jenna,garrett,banksmarcus@example.org,7956547523,both,San Francisco,,11/27/2025,True
288,MICHAEL,POPE,wadewarren@example.org,(737) 187-5497,SELLER,Fresno,,12/06/2023,1
289,Michael,Rowe,,(237) 097-9063,Both,San Francisco,"$4,129,259.51",12-11-2023,false
290,mitchell,mendoza,bradleyharris@example.com,,BUYER,sf,,07-03-2024,True
291,robert,miller,ajones@example.net,6976486045,seller,fresno,,12/08/2023,0
292,jill,best,cheryl54@example.com,5368979328,renter,FRESNO,,2025-10-16,True
293,Glen,Diaz,deckercrystal@example.org,(289) 174-4078,BOTH,Bakersfield,,2025-09-19,1
294,erik,thompson,joshua96@example.net,,renter,Sacramento,3748571.97,07/13/2025,True
295,marisa,williams,bradleysteven@example.net,,BUYER,sf,922971.41,10-07-2025,false
296,KRISTINA,ESPINOZA,amiranda@example.com,087.413.8804,SELLER,los angeles,1773530.25,16-06-2025,0
297,russell,wade,myersmaxwell@example.net,+1-590-736-3171,seller,LONG BEACH,1082871.12,19-01-2025,0
298,victoria,glenn,shannon17@example.org,290-610-5680,Seller,BAKERSFIELD,1804918.51,08/07/2023,True
299,cody,white,brandon00@example.net,,BUYER,los angeles,,10/25/2024,1
300,thomas,watson,,7673207994,Renter,BAKERSFIELD,,2026-06-23,True
301,brittany,valdez,kimberly14@example.net,701-683-3660,RENTER,sf,"$466,606.03",2024-07-10,true
302,johnny,anderson,kcrawford@example.net,0368084290,SELLER,SACRAMENTO,,2023-10-06,1
303,larry,miller,coryharrison@example.com,643.176.7836,Buyer,fresno,"$3,354,431.58",08-10-2023,1
304,Kimberly,Davis,janet70@example.org,9505837924,both,Los Angeles,369414.08,2024-04-10,False
305,SAMUEL,LUNA,kristie55@example.net,684.314.4984,Renter,la,4177981.38,04/01/2025,True
306,OSCAR,ANDERSON,lopezabigail@example.net,398.206.1912,both,Los Angeles,"$3,190,046.80",27-10-2025,false
307,william,moore,valerie43@example.org,430.594.6283,Buyer,San Jose,,03/04/2025,0
308,JOSHUA,ELLIOTT,arielgeorge@example.net,3248499360,Buyer,San Diego,2189651.58,10-01-2025,true
309,Deborah,Jarvis,chamberslinda@example.net,251.584.2435,Renter,SAN DIEGO,"$3,421,579",07-01-2024,1
310,cindy,wright,shannon79@example.net,378-683-8297,Both,la,619769.07,2023-09-12,True
311,aimee,hayes,rmorgan@example.net,7581794937,both,OAKLAND,"$1,877,846",20-02-2024,True
312,Amy,Harrison,danielle63@example.com,+1-271-449-2262,buyer,LOS ANGELES,2978553.74,02/28/2025,0
313,DAVID,MUELLER,hpowers@example.com,669.993.9453,Buyer,sacramento,4307749.71,2023-12-15,false
314,JANICE,YANG,kfoster@example.org,215.086.8901,SELLER,la,3942227.4,04/13/2025,false
315,JASON,MCDANIEL,teresa85@example.com,500-327-9890,RENTER,Anaheim,3567430.41,2024-01-01,True
316,NICOLE,ALLEN,,,both,oakland,1540760.65,2026-05-13,True
317,melanie,trevino,,996-967-4124,seller,los angeles,,2025-09-17,True
318,robert,lee,hoffmanjared@example.org,(232) 916-3366,renter,SACRAMENTO,"$3,618,923.13",2024-08-16,True
319,melinda,adkins,david87@example.net,2275135429,Buyer,Fresno,4432222.11,2024-03-15,0
320,KAREN,DAVIDSON,villanuevazachary@example.net,941.918.8197,Buyer,BAKERSFIELD,"$886,095.33",04/21/2025,1
321,JUSTIN,MOORE,csaunders@example.com,527.670.2178,both,San Francisco,"$3,229,144",07-07-2023,1
322,lacey,kelly,dylan07@example.com,,seller,LONG BEACH,4838028.46,26-03-2024,1
323,katherine,gardner,nortonashley@example.net,692.755.3983,BOTH,San Francisco,"$3,601,876",2024-08-01,False
324,jeffery,diaz,john55@example.net,9709516152,both,Los Angeles,"$3,986,205.84",10-04-2025,True
325,Sue,Collins,smithjason@example.net,8607161167,RENTER,SAN FRANCISCO,,01/07/2024,1
326,Tracy,Sweeney,qwilson@example.net,(157) 374-0074,buyer,Long Beach,1817032.81,2025-02-18,True
327,robin,robertson,leachjuan@example.com,(704) 547-8447,BOTH,San Francisco,2412369.45,28-01-2026,True
328,Eric,Fuller,mturner@example.org,1981974634,seller,Long Beach,,26-03-2024,False
329,Billy,Osborn,barbara63@example.com,,seller,San Jose,"$2,555,334",10/10/2023,0
330,susan,garcia,brittney11@example.net,985.957.8523,Buyer,long beach,"$4,014,877",21-03-2025,false
331,William,Parker,hilljason@example.com,0769288635,Both,FRESNO,,2024-02-02,true
332,roy,ryan,fgarrett@example.org,(193) 556-2240,renter,SAN FRANCISCO,"$4,591,593.04",18-11-2024,true
333,Jillian,Haynes,chawkins@example.net,867-875-5397,SELLER,Los Angeles,"$3,718,673.86",2024-12-14,0
334,brittany,vega,jessica10@example.net,+1-662-028-3878,Buyer,San Francisco,1132031.86,09/28/2023,True
335,cheyenne,henderson,joshuahess@example.org,,Buyer,San Diego,186630.05,05/21/2026,1
336,JAMES,BREWER,uhayes@example.org,+1-952-600-8298,BOTH,san jose,,03/02/2025,False
337,BRANDON,BELL,sgarcia@example.org,074-059-1658,Both,ANAHEIM,,21-09-2025,True
338,NATALIE,ROBBINS,batesjohn@example.net,3911503967,RENTER,SAN FRANCISCO,1341151.76,12-09-2024,false
339,monica,harris,hernandezwendy@example.net,2094843249,renter,Anaheim,2057544.34,08/22/2024,1
340,Daniel,Whitaker,paulmcbride@example.org,045.298.5401,seller,Oakland,"$2,243,611.67",06-04-2025,false
341,DYLAN,HARRISON,reyesconnie@example.com,085.036.1350,BUYER,Fresno,,19-04-2026,false
342,Marco,Gregory,evansjohn@example.net,+1-247-114-7450,Buyer,la,"$938,301",03-06-2026,1
343,REBECCA,COX,amandawalsh@example.com,+1-092-808-2082,both,Anaheim,"$4,233,333",08/10/2024,False
344,Daniel,Bass,dylanmalone@example.org,+1-980-846-3975,Buyer,BAKERSFIELD,"$188,256",2023-12-25,True
345,nicholas,turner,alexanderkelly@example.com,,both,oakland,,05/26/2026,False
346,CHRISTINE,PEARSON,njohnson@example.com,7447142508,RENTER,oakland,4306883.48,2025-01-16,true
347,VICTORIA,HERNANDEZ,,(433) 841-8760,buyer,Sacramento,"$1,170,727.96",20-07-2024,False
348,michelle,mercado,paulbrown@example.net,(474) 960-7114,buyer,Oakland,"$4,225,686.04",2024-02-27,0
349,jonathan,wheeler,xpeters@example.net,518.235.4783,Buyer,SAN JOSE,2836311.15,28-05-2026,True
350,joshua,gutierrez,victoria32@example.org,+1-991-964-9382,BUYER,Bakersfield,"$3,288,743",02-08-2025,True
351,THOMAS,LEE,christopher22@example.org,+1-562-031-7386,SELLER,ANAHEIM,"$2,457,234",2023-07-28,1
352,chad,clayton,pbates@example.org,,SELLER,Anaheim,3066720.52,2024-04-09,true
353,SARAH,PEREZ,rcarroll@example.net,,Seller,Fresno,"$4,167,652",2025-04-09,True
354,SHARON,GREEN,jacksonashley@example.org,+1-783-963-1885,Renter,san francisco,,18-06-2026,True
355,tyler,barnes,smiller@example.net,+1-533-624-5514,both,Los Angeles,4326065.17,2025-02-26,True
356,Lauren,Hickman,tracylee@example.org,046.717.8757,Seller,FRESNO,4142393.62,2023-10-27,0
357,andrew,riley,vjohnson@example.com,(342) 985-8785,renter,San Jose,"$663,668.94",15-12-2024,true
358,LISA,GORDON,michael02@example.com,+1-306-023-3155,Seller,SAN FRANCISCO,3171290.21,06/25/2026,true
359,STEPHANIE,BALDWIN,danielfleming@example.com,(844) 047-9079,SELLER,SF,2425550.28,12/31/2025,True
360,sean,graham,yutimothy@example.net,+1-777-409-6999,SELLER,san francisco,"$1,735,483.63",03-04-2025,true
361,Jasmine,Bates,rortiz@example.net,,Both,Long Beach,3947854.48,11/05/2024,1
362,Jennifer,Underwood,coltonmason@example.net,068-001-9409,Both,San Diego,"$3,917,506.56",2026-01-16,True
363,patricia,rogers,timothy71@example.com,+1-631-532-8924,renter,LOS ANGELES,1265120.03,2025-05-19,False
364,lori,price,branchmary@example.com,(824) 751-0106,Seller,fresno,"$1,521,471",2024-05-08,True
365,matthew,mack,oschneider@example.net,+1-209-436-9615,both,Long Beach,"$3,364,426.03",2025-08-27,1
366,debra,spencer,omartinez@example.org,,SELLER,los angeles,"$2,856,991.90",11-01-2025,True
367,robert,callahan,wallacechase@example.net,4019541027,seller,fresno,2374479.12,10/08/2024,False
368,Martha,Arnold,jasonblanchard@example.net,983.902.9087,BOTH,sacramento,"$538,995",24-12-2023,True
369,sharon,knight,sara41@example.org,174-457-3440,Seller,San Diego,,19-09-2023,False
370,MELINDA,WRIGHT,pamelacarlson@example.com,+1-824-173-1350,SELLER,sacramento,2805033.22,2025-01-04,False
371,deanna,hunter,hwoodward@example.net,9654151455,Seller,BAKERSFIELD,,2023-07-03,1
372,ALEXANDER,LEWIS,lisavincent@example.com,(209) 794-2035,renter,SAN FRANCISCO,"$4,184,977",02/18/2026,False
373,Tina,Dixon,riversalexis@example.net,4283164418,Renter,sacramento,"$3,765,294",2025-04-08,True
374,james,weber,melissa08@example.com,899-100-3245,SELLER,Los Angeles,"$2,335,951.58",28-04-2026,False
375,JULIA,HENRY,staylor@example.net,7316801819,Buyer,Los Angeles,4905703.78,15-11-2024,True
376,Anna,Mendez,eric44@example.com,(053) 106-0338,Both,Fresno,"$2,668,661",10-05-2026,False
377,steven,crawford,diazandrew@example.org,8431286960,SELLER,OAKLAND,"$2,990,498",2025-01-23,True
378,eric,griffith,nicolewhite@example.org,(408) 878-2643,Buyer,Sacramento,"$2,899,955.66",17-05-2026,True
379,MICHAELA,CASTRO,jenniferbrooks@example.net,+1-641-219-4761,SELLER,Anaheim,"$4,711,334.82",10/16/2025,0
380,edward,webb,brownbrittany@example.org,9925548214,Buyer,san francisco,,2024-12-25,0
381,mary,neal,watkinsjasmine@example.com,453.121.4465,buyer,Fresno,"$823,282",04/07/2024,True
382,NATALIE,BONILLA,cwilson@example.org,(287) 339-0421,Buyer,LONG BEACH,4145687.91,2025-05-31,false
383,brenda,gonzalez,christina29@example.com,+1-908-873-5581,Buyer,oakland,4765872.59,2024-11-23,True
384,Amanda,Alexander,torresdavid@example.org,3519833775,Both,la,,2026-06-21,true
385,jose,robinson,belindafoley@example.org,533.243.5907,buyer,LOS ANGELES,"$3,633,376",2024-05-28,0
386,ann,brady,andrewmcdowell@example.com,,Both,FRESNO,"$4,508,530.52",27-12-2025,True
387,jacqueline,lewis,ycarroll@example.com,169.340.4237,both,Long Beach,"$2,175,292",2023-07-29,true
388,William,Olson,bryan54@example.com,,BOTH,long beach,3034179.24,23-12-2024,true
389,MARIA,SCOTT,ylane@example.net,(051) 123-1343,BUYER,long beach,,2025-07-28,true
390,PETER,BUCHANAN,justingomez@example.net,(812) 033-0787,RENTER,anaheim,"$1,914,716",2023-10-07,0
391,Michael,Wright,charleshughes@example.net,+1-451-285-5011,RENTER,fresno,"$3,004,246.32",2024-03-25,true
392,amanda,krueger,stevensjames@example.org,863.017.6149,RENTER,Long Beach,"$461,228",09/26/2025,False
393,brian,hurley,daniellemartinez@example.org,(031) 837-5162,seller,sf,,04/01/2025,false
394,Karen,Cunningham,candace19@example.net,,Buyer,FRESNO,"$3,670,942.51",2025-04-30,false
395,joseph,lewis,nancy46@example.com,7945912175,BUYER,sf,,02/11/2025,True
396,john,robinson,nicole67@example.com,673-653-2902,renter,oakland,,2024-07-12,0
397,Savannah,Harmon,kennethpalmer@example.com,(848) 616-9205,RENTER,SF,2709890.82,29-11-2025,false
398,SONIA,MARTINEZ,david35@example.net,579-616-9380,Renter,BAKERSFIELD,3549286.53,11/12/2024,True
399,Brandon,Morrison,vaughnelizabeth@example.org,193-069-5473,renter,sacramento,"$3,144,855.07",2026-06-29,True
400,Wayne,Ferguson,,+1-868-747-8310,RENTER,San Jose,"$1,700,859.71",2025-01-15,True
8056,MADISON,WHITE,,+1-771-448-2791,BOTH,LOS ANGELES,3536248.52,02/26/2024,true
8014,Matthew,Ballard,graykevin@example.net,226.485.2862,seller,la,,13-02-2024,0
8033,mario,bowers,mmoore@example.net,501.478.4512,Buyer,san diego,"$499,171",04/17/2025,true
8030,CHELSEA,HERNANDEZ,cantuchase@example.net,+1-218-452-8451,Buyer,san francisco,"$2,498,172.09",2024-12-28,0
8045,JODY,ROBERTS,luke88@example.net,,RENTER,OAKLAND,4517720.71,11/21/2025,True
8008,tabitha,smith,brian33@example.org,+1-150-666-2682,Renter,LOS ANGELES,4091755.75,08/20/2024,true
8089,Nathan,Alvarez,riverajeffrey@example.com,007-158-0566,Seller,Long Beach,,09-09-2023,0
8027,MICHELLE,HOFFMAN,anelson@example.com,+1-469-933-2631,SELLER,SAN JOSE,2613506.71,06/01/2025,0
8051,Nicole,Mcguire,tylerblevins@example.org,2240083927,RENTER,la,"$909,362",13-10-2024,true
8089,JACOB,LOPEZ,leahcarroll@example.org,+1-743-745-4455,Both,san jose,154071.07,11/18/2023,True
8085,eric,brown,,9338018438,seller,SACRAMENTO,2880975.6,06/10/2025,true
8048,william,bell,dominguezsavannah@example.com,934-958-7974,renter,San Francisco,,2023-11-06,True
8085,jason,brown,taylor05@example.com,,Both,Los Angeles,3715241.63,26-02-2025,false
8034,Alexa,Acevedo,denisecooper@example.org,(467) 229-1128,Both,SAN DIEGO,"$3,160,260.97",07-10-2025,false
8098,jasmine,carter,,(938) 196-5796,RENTER,sf,4794490.87,08-02-2024,0
8022,sean,patrick,robert04@example.com,426.975.9666,RENTER,fresno,"$2,254,084.08",04/12/2024,true
8061,Alexa,Acevedo,denisecooper@example.org,(467) 229-1128,Both,SAN DIEGO,"$3,160,260.97",07-10-2025,false
8045,Lonnie,Howell,prasmussen@example.org,123-533-7207,renter,BAKERSFIELD,1253500.73,22-08-2025,False
8018,JAMES,WILLIAMS,annamorris@example.org,(478) 426-2982,RENTER,san diego,"$2,160,809",06-06-2025,0
8009,dawn,lopez,suttonmichael@example.net,383-323-6771,seller,SAN FRANCISCO,428250.77,2026-03-16,1
